26,26,224744,,,,,0.005606,-13.393378,100.8065,-103.33,-33.35,0.0,9.130,4.113,F7V,0.535,98.064726,0.143920,-23.350361,-0.00000370,-0.00005050,-0.00001585,0.001467727617708970,-0.23375854174691800,-0.0000005009579761180560,-0.000000161685362,,,Cet,1,26,,1.9715146109965900,,,
27,27,224748,,,,,0.005720,-41.297813,107.6426,135.96,-113.67,0.0,9.320,4.160,G5V,0.671,80.870646,0.121258,-71.041209,-0.00003925,0.00007089,-0.00004456,0.0014974945859507300,-0.7207828140174630,0.0000006591526800833330,-0.00000055108771,,,Phe,1,27,,1.8879913490962900,,,
28,28,224749,,,,,0.005815,-43.361821,198.0198,-10.96,-8.69,0.0,8.830,2.346,F3/F5V,0.468,143.966634,0.219137,-135.961029,-0.00000571,-0.00001053,-0.00000606,0.001522312063680350,-0.756806540640195,-0.000000053135579388888900,-0.000000042130308,,,Phe,1,28,,10.036909309201000,,,
29,29,224751,,,,,0.006146,-49.107945,411.5226,26.86,4.05,0.0,9.140,1.068,G8III,1.041,269.397158,0.433657,-311.088145,0.00000602,0.00005359,0.00000529,0.0016091294333527300,-0.8570953311941530,0.0000001302209545972220,0.000000019634954,,,Phe,1,29,,32.568668220167000,,,
30,30,224757,,,,,0.006408,42.141474,244.4988,-8.44,-10.14,0.0,8.260,1.319,A0,0.142,181.293246,0.304102,164.049778,0.00000808,-0.00000999,-0.00000891,0.0016775239650969100,0.7355074748490640,-0.000000040918274638888900,-0.000000049160107,,,And,1,30,,25.846396357698400,,,
31,31,224760,,,,,0.006539,2.675477,306.7485,-4.88,-0.20,0.0,7.630,0.196,K2,1.453,306.413678,0.524535,14.318687,0.00000003,-0.00000726,-0.00000030,0.001711852984558400,0.04669588551576380,-0.00000002365890761111110,-0.000000000969627,,,Psc,1,31,,72.71098031596610,,,
32,32,224756,,,,,0.006572,51.939487,330.0330,-0.39,-1.38,0.0,9.090,1.497,B8,0.040,203.462862,0.350076,259.854810,0.00000174,-0.00000062,-0.00000136,0.001720594455733150,0.9065150604587550,-0.0000000018907733541666700,-0.000000006690428,,,Cas,1,32,,21.93814991897910,,,
33,33,224743,,,,,0.006611,-10.462385,113.7656,-3.62,28.71,0.0,8.100,2.820,F2,0.466,111.874004,0.193640,-20.658692,0.00000288,-0.00000199,0.00001557,0.001730876435266680,-0.18260305908743900,-0.000000017550255236111100,0.000000139190007,,,Cet,1,33,,6.486344335482380,,,
34,34,224758,9078,,,,0.006638,26.918108,74.6269,42.20,-53.47,0.0,6.430,2.066,F7.5IV-V,0.514,66.541310,0.115654,33.784832,0.00000873,0.00001528,-0.00001725,0.0017378621745154500,0.4698096167386030,0.00000020459137319444400,-0.000000259229874,,,Peg,1,34,,12.989726288978500,,,
35,35,224745,,,,,0.006864,-14.490484,145.3488,162.25,-1.47,0.0,9.070,3.258,G8/K0III/IV,0.916,140.724913,0.252900,-36.369062,-0.00000046,0.00011432,-0.00000100,0.0017968988392211400,-0.2529066603591590,0.000000786610196701389,-0.000000007126761,,,Cet,1,35,,4.333112852118380,,,
